label_bioinfo	Year	Longitude	Latitude	Depth_m	Y2001	Y2002	Y2008	Y2013	Y2014	Y2015	Spp
red541	2014	-46.88	47.97	623	0	0	0	0	1	0	mentella
red542	2014	-46.88	47.97	623	0	0	0	0	1	0	mentella
red543	2014	-46.88	47.97	623	0	0	0	0	1	0	mentella
red544	2014	-46.88	47.97	623	0	0	0	0	1	0	mentella
red545	2014	-46.88	47.97	623	0	0	0	0	1	0	mentella
red546	2014	-46.88	47.97	623	0	0	0	0	1	0	mentella
red547	2014	-46.88	47.97	623	0	0	0	0	1	0	mentella
red548	2014	-46.88	47.97	623	0	0	0	0	1	0	mentella
red549	2014	-46.88	47.97	623	0	0	0	0	1	0	mentella
red550	2014	-46.88	47.97	623	0	0	0	0	1	0	mentella
red551	2014	-47.03	48.03	578	0	0	0	0	1	0	mentella
red552	2014	-47.03	48.03	578	0	0	0	0	1	0	mentella
red553	2014	-47.03	48.03	578	0	0	0	0	1	0	mentella
red554	2014	-47.03	48.03	578	0	0	0	0	1	0	mentella
red555	2014	-47.03	48.03	578	0	0	0	0	1	0	mentella
red556	2014	-47.03	48.03	578	0	0	0	0	1	0	mentella
red557	2014	-47.03	48.03	578	0	0	0	0	1	0	mentella
red558	2014	-47.03	48.03	578	0	0	0	0	1	0	mentella
red559	2014	-47.03	48.03	578	0	0	0	0	1	0	mentella
red560	2014	-47.03	48.03	578	0	0	0	0	1	0	mentella
red561	2014	-47.03	48.03	578	0	0	0	0	1	0	mentella
red562	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red563	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red564	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red565	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red566	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red567	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red568	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red569	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red570	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red571	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red572	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red573	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red574	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red575	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red576	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red577	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red578	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red579	2014	-51.96	52.93	455	0	0	0	0	1	0	mentella
red580	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red581	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red582	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red583	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red584	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red585	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red586	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red587	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red588	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red589	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red590	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red591	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red592	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red593	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red594	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red595	2014	-52.23	53.36	606	0	0	0	0	1	0	mentella
red596	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red597	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red598	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red599	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red600	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red601	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red602	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red603	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red604	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red605	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red606	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red607	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red608	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red609	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red610	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red611	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red612	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red613	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red614	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red615	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red616	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red617	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red618	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red619	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red620	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red621	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red622	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red623	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red624	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red625	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red626	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red627	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red628	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red629	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red630	2015	-53.64	48.17	387	0	0	0	0	0	1	fasciatus
red631	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red632	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red633	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red634	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red635	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red636	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red637	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red638	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red639	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red640	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red641	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red642	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red643	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red644	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red645	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red646	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red647	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red648	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red649	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red650	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red651	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red652	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red653	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red654	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red655	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red656	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red657	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red658	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red659	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red660	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red661	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red662	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red663	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red664	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red665	2015	-56.17	49.5	387	0	0	0	0	0	1	fasciatus
red666	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red667	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red668	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red669	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red670	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red671	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red672	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red673	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red674	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red675	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red676	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red677	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red678	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red679	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red680	2015	-49.02	44.47	303	0	0	0	0	0	1	fasciatus
red682	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red683	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red684	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red685	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red686	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red687	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red688	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red689	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red690	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red691	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red692	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red693	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red694	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red695	2015	-50.98	43.06	253	0	0	0	0	0	1	fasciatus
red700	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red702	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red703	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red704	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red706	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red707	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red708	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red709	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red710	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red712	2015	-53.96	44.53	490	0	0	0	0	0	1	fasciatus
red714	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red715	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red716	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red717	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red718	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red722	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red743	2015	-58.52	64.56	705	0	0	0	0	0	1	mentella
red744	2015	-58.52	64.56	705	0	0	0	0	0	1	mentella
red745	2015	-58.52	64.56	705	0	0	0	0	0	1	mentella
red746	2015	-60.73	61.64	547	0	0	0	0	0	1	mentella
red747	2015	-60.73	61.64	547	0	0	0	0	0	1	mentella
red748	2015	-60.73	61.64	547	0	0	0	0	0	1	mentella
red749	2015	-61.28	62.69	667	0	0	0	0	0	1	mentella
red750	2015	-61.28	62.69	667	0	0	0	0	0	1	mentella
red751	2015	-61.28	62.69	667	0	0	0	0	0	1	mentella
red752	2015	-61.28	62.69	667	0	0	0	0	0	1	mentella
red753	2015	-59	63.95	708	0	0	0	0	0	1	mentella
red754	2015	-59	63.95	708	0	0	0	0	0	1	mentella
red755	2015	-59	63.95	708	0	0	0	0	0	1	mentella
red758	2015	-59.92	58.49	466	0	0	0	0	0	1	mentella
red760	2015	-59.92	58.49	466	0	0	0	0	0	1	mentella
red761	2015	-59.92	58.49	466	0	0	0	0	0	1	mentella
red762	2015	-60.63	59.62	319	0	0	0	0	0	1	mentella
red763	2015	-60.63	59.62	319	0	0	0	0	0	1	mentella
red767	2015	-60.34	61.46	338	0	0	0	0	0	1	mentella
red769	2015	-59.67	57.97	451	0	0	0	0	0	1	mentella
red771	2015	-63.84	60.48	439	0	0	0	0	0	1	mentella
red773	2015	-59.67	57.97	451	0	0	0	0	0	1	mentella
red774	2015	-63.84	60.48	439	0	0	0	0	0	1	mentella
red775	2015	-63.89	60.56	288	0	0	0	0	0	1	mentella
red776	2015	-63.89	60.56	288	0	0	0	0	0	1	mentella
red777	2015	-63.89	60.56	288	0	0	0	0	0	1	mentella
red778	2015	-63.89	60.56	288	0	0	0	0	0	1	mentella
red779	2015	-63.14	62.91	435	0	0	0	0	0	1	mentella
red780	2015	-63.14	62.91	435	0	0	0	0	0	1	mentella
red781	2015	-63.14	62.91	435	0	0	0	0	0	1	mentella
red782	2015	-59.67	57.97	451	0	0	0	0	0	1	mentella
red783	2015	-62.9	60.91	580	0	0	0	0	0	1	mentella
red784	2015	-62.9	62.91	580	0	0	0	0	0	1	mentella
red786	2015	-62.9	60.91	580	0	0	0	0	0	1	mentella
red787	2015	-62.03	62.71	468	0	0	0	0	0	1	mentella
red790	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red791	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red792	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red794	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red795	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red796	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red797	2015	-54.44	44.93	306	0	0	0	0	0	1	fasciatus
red798	2015	-53.96	44.53	490	0	0	0	0	0	1	fasciatus
red800	2015	-53.96	44.53	490	0	0	0	0	0	1	fasciatus
red801	2015	-53.96	44.53	490	0	0	0	0	0	1	fasciatus
red802	2015	-53.96	44.53	490	0	0	0	0	0	1	fasciatus
red803	2015	-53.96	44.53	490	0	0	0	0	0	1	fasciatus
red804	2015	-53.96	44.53	490	0	0	0	0	0	1	fasciatus
red805	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red807	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red808	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red809	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red810	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red812	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red814	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red815	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red816	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red817	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red819	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red820	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red821	2015	-50.05	42.76	629	0	0	0	0	0	1	fasciatus
red834	2015	-58.52	64.56	705	0	0	0	0	0	1	mentella
red835	2015	-58.52	64.56	705	0	0	0	0	0	1	mentella
red836	2015	-60.73	61.64	547	0	0	0	0	0	1	mentella
red837	2015	-60.73	61.64	547	0	0	0	0	0	1	mentella
red838	2015	-61.28	62.69	667	0	0	0	0	0	1	mentella
red839	2015	-61.28	62.69	667	0	0	0	0	0	1	mentella
red840	2015	-61.28	62.69	667	0	0	0	0	0	1	mentella
red841	2015	-61.28	62.69	667	0	0	0	0	0	1	mentella
red842	2015	-61.28	62.69	667	0	0	0	0	0	1	mentella
red843	2015	-61.28	62.69	667	0	0	0	0	0	1	mentella
red844	2015	-59	63.95	708	0	0	0	0	0	1	mentella
red846	2015	-59	63.95	708	0	0	0	0	0	1	mentella
red847	2015	-59	63.95	708	0	0	0	0	0	1	mentella
red848	2015	-59	63.95	708	0	0	0	0	0	1	mentella
red849	2015	-59	63.95	708	0	0	0	0	0	1	mentella
red850	2015	-59	63.95	708	0	0	0	0	0	1	mentella
red851	2015	-60.73	61.64	547	0	0	0	0	0	1	mentella
red852	2015	-59.67	57.97	451	0	0	0	0	0	1	mentella
red853	2015	-59.92	58.49	466	0	0	0	0	0	1	mentella
red854	2015	-59.92	58.49	466	0	0	0	0	0	1	mentella
red855	2015	-59.92	58.49	466	0	0	0	0	0	1	mentella
red856	2015	-60.63	59.62	319	0	0	0	0	0	1	mentella
red857	2015	-60.63	59.62	319	0	0	0	0	0	1	mentella
red858	2015	-60.63	59.62	319	0	0	0	0	0	1	mentella
red859	2015	-60.63	59.62	319	0	0	0	0	0	1	mentella
red860	2015	-60.63	59.62	319	0	0	0	0	0	1	mentella
red861	2015	-60.63	59.62	319	0	0	0	0	0	1	mentella
red862	2015	-60.63	59.62	319	0	0	0	0	0	1	mentella
red863	2015	-59.67	57.97	451	0	0	0	0	0	1	mentella
red864	2015	-60.63	59.62	319	0	0	0	0	0	1	mentella
red865	2015	-59.91	60.73	513	0	0	0	0	0	1	mentella
red868	2015	-60.34	61.46	338	0	0	0	0	0	1	mentella
red871	2015	-63.84	60.48	439	0	0	0	0	0	1	mentella
red872	2015	-63.89	60.56	288	0	0	0	0	0	1	mentella
red873	2015	-59.67	57.97	451	0	0	0	0	0	1	mentella
red874	2015	-63.14	62.91	435	0	0	0	0	0	1	mentella
red875	2015	-63.14	62.91	435	0	0	0	0	0	1	mentella
red876	2015	-62.9	60.91	580	0	0	0	0	0	1	mentella
red877	2015	-62.9	62.91	580	0	0	0	0	0	1	mentella
red878	2015	-62.9	60.91	580	0	0	0	0	0	1	mentella
red879	2015	-62.03	62.71	468	0	0	0	0	0	1	mentella
red880	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red881	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red882	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red883	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red884	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red885	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red886	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red887	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red888	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red889	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red890	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red891	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red892	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red893	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red894	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red895	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red896	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red897	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red898	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red899	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red900	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red901	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red902	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red903	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red904	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red905	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red906	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red907	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red908	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red909	2014	-57.56	45.11	290	0	0	0	0	1	0	mentella
red910	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red911	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red912	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red913	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red914	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red915	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red916	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red917	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red918	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red919	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red920	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red922	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red923	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red924	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red925	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red926	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red927	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red928	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red929	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red930	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red931	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red932	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red933	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red934	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red935	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red936	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red937	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red938	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
red939	2014	-57.3	47.2	234	0	0	0	0	1	0	mentella
